表示用名称,英語名称,ファイルディレクトリ,タグ,路線コード
本厚木駅,Hon-Atsugi Sta.,/odakyu/odawara/honatsugi/,小田急電鉄ほんあつぎ厚木市あつぎし神奈川県かながわけんおだきゅう
厚木駅,Atsugi Sta.,/odakyu/odawara/atsugi/,小田急電鉄ほんあつぎ厚木市あつぎし神奈川県かながわけんおだきゅうもころん
千里丘駅,Senrioka Sta.,/jrw/jr-kyoto/senrioka/,せんりおか
岸辺駅,Kishibe Sta.,/jrw/jr-kyoto/kishibe/,きしべ
新宿駅,Shinjuku Sta.,/odakyu/odawara/shinjuku/,しんじゅく東京都新宿区シンジュク小田急線電鉄
加古川駅,Kakogawa Sta.,/jrw/jr-kobe/kakogawa/,かこがわ
